,income_50k
104457,0
95431,0
106051,0
124776,0
47355,0
189180,0
35709,0
181233,0
59565,1
112246,0
140300,0
66572,0
100328,0
162446,0
126702,0
189072,0
108992,0
36451,0
194420,0
86846,0
66118,0
165527,0
165579,0
155952,0
137552,0
162700,0
170234,0
43336,0
70511,0
117269,0
15820,0
66222,0
48393,0
130457,0
185765,0
138209,0
22055,0
63790,0
96400,0
117945,0
20437,0
8897,0
5635,0
88468,0
180058,0
79454,0
142576,0
148072,0
19650,0
827,0
52647,0
1503,0
143643,0
28756,0
40524,0
163195,0
192260,1
2777,0
71127,0
51022,0
199091,1
150082,0
86892,0
53507,0
51034,0
176773,0
60855,0
75517,0
189477,1
143742,0
153041,0
159452,0
94872,0
123674,0
122722,0
139619,0
93135,0
172688,0
53819,0
118853,0
185007,0
114642,0
65187,0
133430,0
166205,0
85944,0
147905,0
30734,1
51608,0
59884,0
79322,0
137223,0
50839,0
115256,0
164342,0
172410,0
69069,0
58395,0
91150,0
37087,0
119900,0
44662,0
91733,0
77982,0
143006,0
137740,0
93734,0
189311,0
54446,0
49780,0
184855,0
57037,0
101967,0
78515,0
134449,0
60468,0
70441,0
31289,0
20154,0
105994,0
40849,0
118973,0
151260,0
52074,0
94374,1
112776,0
179592,0
8227,0
4767,0
17036,0
125304,0
10820,0
197554,0
91868,0
115655,0
52369,0
19825,0
108086,0
46752,0
97900,0
130144,0
3967,0
32181,0
18767,0
35648,0
181920,0
180336,0
118079,0
27178,1
150295,0
190378,0
100327,0
40901,0
53061,0
114509,0
165518,0
184538,0
31439,0
14745,0
106304,0
19805,0
133203,0
133359,0
99476,0
12561,0
183364,0
32468,0
78825,0
158309,0
64313,0
196598,0
122347,0
99637,0
29493,0
87424,0
125361,0
32133,0
96642,0
116375,0
31996,0
24487,0
43829,0
19651,0
193692,0
148002,0
182791,0
95938,0
54436,0
21467,0
52797,0
105826,0
130435,0
3476,0
156277,0
103535,0
149917,0
102581,0
64520,0
62996,0
151915,0
189738,0
32926,0
75896,0
179104,0
144268,0
28256,0
199072,0
172630,0
41051,0
189732,0
120126,0
74400,0
93735,0
176171,0
135366,0
48171,0
86033,0
108036,0
143945,0
8529,0
163033,0
2810,0
174274,0
89357,0
97711,0
187819,1
55659,0
68022,0
143729,0
173214,0
168837,0
65153,0
177818,0
101073,0
152744,0
78759,0
178897,0
77797,0
114653,0
28453,0
22804,0
108759,0
91084,0
163647,0
186853,0
41088,0
56635,0
117865,0
189638,0
113530,0
1106,1
71873,0
177476,0
92769,0
79731,0
191985,0
57537,0
64203,0
122640,0
150799,0
119117,0
163823,0
116856,0
24852,0
76579,0
90483,0
43295,1
183048,0
162170,0
102369,0
48975,0
133334,0
41361,0
119955,0
173046,0
191075,0
72379,0
157523,0
195717,0
6043,0
119287,0
25052,0
107873,1
129453,0
38896,0
95409,0
151659,0
183544,0
6960,0
178190,0
159855,0
58644,0
73540,0
109515,0
61324,0
81537,0
107963,0
140694,0
136926,0
17704,0
21451,0
104446,1
152119,0
86218,0
5387,0
192961,0
48855,0
70176,0
176025,0
75226,0
21069,0
75577,0
136304,0
15633,0
10455,1
97804,0
16012,0
130620,0
96422,0
65477,0
118407,0
16503,0
22879,0
113735,1
19966,0
78263,0
127938,0
124220,0
107774,0
114831,0
177108,0
177122,0
16490,0
41716,0
4969,0
191368,0
76009,0
87400,0
77738,0
21989,0
76440,0
1307,0
19534,0
190209,0
130397,0
19083,0
186057,0
108234,0
5571,0
44624,0
34999,0
82406,0
154475,0
151796,0
145816,0
55453,0
191800,0
60171,0
46490,0
187531,0
79455,0
32464,0
15542,0
71975,0
162408,0
109803,1
143281,0
67054,0
152368,0
190522,0
156503,0
95913,0
137942,0
194334,0
177479,0
171597,1
89536,0
160713,0
4480,0
8242,0
104771,1
90700,0
89416,0
196962,0
99604,0
151314,1
75015,0
72855,0
154675,0
131863,0
116318,0
65202,1
57692,1
68724,0
185634,0
86845,0
56821,0
73275,0
76575,0
66582,0
150545,0
140902,0
30520,0
44384,0
192396,0
140254,0
36369,0
30223,0
71319,1
159534,0
179041,0
57386,0
121932,0
1913,0
170681,1
168062,0
10977,0
67009,0
149242,0
119221,0
162615,0
141385,0
61200,0
5516,0
159061,0
80445,0
168335,0
42867,0
145956,0
67261,0
139355,0
198146,0
845,1
116857,0
106751,0
63114,0
102957,0
76196,0
34986,0
26000,0
6626,0
93454,0
147266,0
124439,0
65098,0
11803,0
48245,0
141332,0
144908,0
106047,0
51124,0
76309,0
91024,0
12715,0
54490,0
84476,0
25020,0
113683,0
14781,0
116844,0
155783,0
126324,0
174533,0
30627,0
119367,0
185753,0
166811,0
29252,0
138537,1
3752,0
90977,0
127944,0
54888,0
157408,0
6767,0
20024,0
177428,0
103733,0
27300,0
111326,0
9675,0
87750,0
22492,0
35402,1
110657,0
120026,0
147167,0
197792,0
25614,0
79963,0
18305,0
11393,0
177782,0
143843,0
97038,1
55291,0
93152,0
24685,0
158000,0
89147,0
19656,0
2250,0
121398,0
10408,0
49748,0
151138,0
51194,0
156966,0
53916,0
66051,0
124082,0
10056,0
129786,0
4162,0
72704,0
23870,0
194083,1
14457,0
193278,0
89545,0
187927,0
104588,0
77044,0
110366,0
737,0
54437,0
181367,0
147486,1
183403,0
20788,0
36503,0
75408,0
24148,0
167677,0
108349,0
157211,0
2216,0
143204,0
42572,0
45350,0
43715,0
188567,0
179065,0
100716,0
60466,0
41471,0
103290,0
36601,0
122588,0
36909,0
37588,0
185081,0
40705,0
12059,0
198834,0
9486,0
93280,0
158437,1
122956,0
87916,0
43639,0
119480,0
96066,0
66610,0
61285,0
185312,0
111316,0
134153,0
110003,0
48569,0
115172,0
139555,0
174023,0
28243,0
35802,0
146335,0
96648,0
166408,0
190482,0
94633,0
180964,0
55666,1
181580,0
93030,0
7502,0
97085,0
174667,0
125372,0
93165,0
70156,0
60767,0
3385,0
28074,0
39835,0
36278,0
117391,0
86858,0
37169,0
81650,0
40098,0
58384,0
51015,0
92485,0
15159,0
185993,0
27589,0
156535,0
111108,0
34608,0
15628,0
121630,0
102117,0
10266,0
110424,0
118487,0
34112,0
50844,0
49584,0
192497,0
73554,0
186621,0
54033,0
94178,0
177457,0
99730,0
125388,0
107082,0
40188,0
64119,0
95876,0
89519,0
193301,0
158117,0
67606,0
23306,0
122112,0
170529,0
75655,0
178498,0
195865,0
149451,0
147718,0
55225,0
75212,0
119651,0
68424,0
130040,0
93431,0
174795,0
46822,0
126415,0
169748,1
66794,1
72055,0
152100,0
46392,0
81969,0
91582,0
65554,0
157772,0
41286,1
138508,0
129499,0
176688,0
115548,0
198911,1
29369,0
52722,0
117254,1
64510,0
58376,0
22665,0
106514,0
39540,0
91270,0
171517,0
87360,0
78775,0
5575,1
180446,0
129673,0
9290,0
102189,0
86616,0
107134,0
62918,1
87381,0
33812,0
118198,0
167512,0
44807,1
146597,0
146619,0
121106,0
63313,1
70613,0
54577,0
106071,0
107632,0
2164,0
24478,0
22620,0
85299,0
89946,0
188387,0
146044,0
63917,0
66678,0
140648,0
5199,0
8183,0
184643,0
12372,0
34032,0
8086,0
66546,0
175412,0
193454,0
105783,0
86466,0
69127,0
93314,0
53623,0
101476,0
71616,0
183522,0
194950,0
137061,0
42915,0
94380,0
165404,0
97142,0
66701,0
7814,0
66598,0
124938,0
152299,0
194449,1
68920,0
4652,0
20585,0
86162,0
189770,0
184251,0
27595,0
54722,0
197179,0
4391,0
59264,0
198562,0
152294,0
195394,0
150940,0
17388,0
125984,0
191639,0
28260,0
2217,0
185877,1
7543,0
53531,0
11952,0
173670,1
163370,0
28429,0
81145,0
126705,0
47417,0
29860,0
104631,0
156846,0
73842,0
152601,0
54725,0
160019,0
140505,0
94313,0
49413,0
26097,0
117827,0
38975,0
5573,0
194114,0
140138,0
60061,0
10490,0
180159,0
84107,0
95829,0
166395,0
174591,0
132096,0
61873,0
171984,0
22045,0
58865,0
128243,0
147390,0
15605,0
147858,0
2824,0
190580,0
57397,0
17562,0
117050,0
146415,0
56102,0
149449,0
54777,0
110905,0
127117,0
118011,1
184933,0
99090,0
4305,0
19665,0
53056,1
8657,0
112685,0
52195,0
77177,0
163272,0
129682,1
79005,0
192800,0
119387,0
88117,0
52666,0
65245,0
16122,0
84996,0
58442,0
10868,0
197896,0
80407,0
132124,0
59838,0
129524,0
37400,0
15196,0
128344,0
43954,0
173039,0
129764,0
81712,0
55604,0
173328,0
51691,0
134775,0
70501,0
189231,0
32865,0
147314,0
96828,0
56472,1
83707,0
57040,0
79464,0
269,0
74620,0
171070,0
196511,0
88985,0
107616,0
128773,0
191175,0
81257,0
144519,0
18560,0
124434,0
61177,0
167515,0
122524,0
105770,0
10596,0
27603,0
75296,0
115459,0
12056,1
119747,0
160011,0
50869,1
147832,0
30403,0
21211,0
99308,0
20419,0
90520,0
193202,0
111816,1
101982,0
111832,0
136751,0
153270,0
66504,0
19142,0
149259,0
156777,0
181036,0
174669,0
192333,0
21248,0
112350,0
48729,0
181139,0
74468,0
28014,0
69121,0
44983,0
32148,0
90457,0
92070,0
188711,0
191506,0
24755,0
89726,1
86198,0
155224,0
199129,0
24576,1
111600,0
173503,0
134897,0
81425,0
42663,0
113328,1
41057,0
31776,0
24147,1
63899,0
140536,0
56512,0
185673,0
142300,0
189967,0
17761,0
138587,0
106970,0
81789,0
14965,0
38360,0
186628,0
136061,0
156936,0
102596,0
164642,0
94895,0
199255,0
67306,0
195369,0
172317,0
186055,0
41252,0
10212,0
34682,0
6937,0
20174,0
20144,0
159759,0
65848,0
99178,0
193844,0
116233,0
162438,0
104393,0
59868,0
113152,0
24575,0
77648,0
119663,0
116188,0
69573,0
25482,0
198654,0
65998,0
42115,0
150522,0
71822,0
42483,0
85792,0
167776,0
19270,0
77191,0
100291,0
104705,0
172648,0
132147,0
22723,0
7518,0
84685,0
4589,0
157288,0
94693,0
7446,0
21934,0
167895,0
191403,0
133293,0
126953,0
96226,0
148507,1
15734,0
81285,0
15797,0
41592,1
64862,0
184009,1
54325,0
141552,0
80882,0
176748,0
98896,0
172124,1
67769,1
14368,1
190981,0
12987,0
95969,0
81369,0
185797,0
194165,0
142298,0
31437,0
143539,0
119024,0
127210,0
170946,0
105788,0
90104,0
38414,0
14384,0
63059,1
89749,0
157016,0
167064,1
175745,0
3036,0
38067,0
45823,0
103309,0
175129,0
163001,0
118739,0
81924,0
41199,0
173410,0
29128,0
12954,0
16224,0
20214,0
154190,1
24682,0
64212,0
31038,0
68599,1
78068,0
86089,0
93288,1
37798,0
56994,0
199366,0
110612,1
12858,0
98847,0
184169,0
170008,0
135730,0
23788,0
35067,0
35499,0
193896,0
198222,0
26609,0
69233,0
40021,0
7279,0
41234,0
178083,0
5976,0
55732,0
46576,0
119906,0
29083,0
109630,0
102480,0
58948,0
117253,0
20366,0
25190,0
87445,0
176980,0
125419,0
177156,1
184741,1
127489,0
68759,0
159975,0
87285,1
191712,0
142180,0
85708,0
60183,0
63820,1
24844,0
9049,0
2480,0
147089,0
176064,0
179953,0
187924,0
154640,0
175011,0
166433,0
37360,0
88315,0
1282,1
66702,0
8379,0
138904,0
107865,0
188469,0
78734,1
138161,0
172374,0
110702,0
12914,0
65997,0
40173,1
195547,0
25547,0
30176,0
2950,0
121473,0
26413,0
90033,0
145328,0
158231,0
106358,0
102577,0
169056,0
55335,0
178888,0
102921,0
170213,0
84365,0
6138,0
173045,0
147716,0
7137,0
193294,0
121943,0
187322,0
121402,1
50723,0
51055,0
72830,0
4972,0
76612,0
138925,0
84475,0
30777,0
56864,0
726,0
70992,0
102951,0
13573,0
68036,0
39039,0
43621,0
153159,0
107921,0
151856,0
127710,0
21550,0
153441,0
179273,0
139055,0
9313,0
196930,0
25628,0
34792,0
40684,0
21128,0
98559,0
143173,0
120831,0
32511,0
135186,0
193606,0
136595,0
104210,0
60130,0
81417,0
169862,0
185712,0
145884,0
15365,1
149268,0
102505,0
78829,1
112807,0
8263,0
93281,0
80481,0
58167,0
18062,0
183353,0
12666,0
163846,0
129089,0
137118,0
187445,0
106361,1
185348,0
124771,0
77290,0
144640,0
126639,0
88470,0
18458,0
130685,0
66525,0
116021,0
135025,0
125064,0
108394,0
2963,0
137318,0
21326,0
144254,1
31837,0
119896,0
38867,0
198979,0
19554,0
63583,0
168933,0
177965,0
149395,0
104495,0
145330,0
137895,0
47747,0
159602,0
15910,0
87254,0
115024,0
167378,0
102736,0
170171,0
157945,0
175768,0
45595,0
79720,0
26417,0
141388,0
108760,0
32498,0
110342,0
186297,1
188797,0
140289,1
24572,0
71729,0
49617,0
97710,0
232,0
83642,0
163931,0
36757,0
133319,0
121257,0
2332,0
85931,0
19485,0
189331,0
107508,0
128964,0
10563,0
81281,0
9004,0
21824,0
147061,0
39577,1
56909,0
48220,0
148636,0
175532,1
29553,0
109733,0
174082,0
149876,1
41538,1
39898,0
148652,1
59905,0
136305,0
30360,0
32683,0
67217,0
93781,0
148820,0
111313,0
70226,0
125511,0
140364,0
108865,0
47615,0
135308,0
146873,0
155445,0
10299,0
34403,0
43871,0
158801,0
97518,0
34897,0
74797,0
90573,0
157480,1
63064,0
147804,0
117379,0
34816,0
34457,0
623,1
34252,0
110119,0
1609,0
178953,0
189749,0
181184,0
194782,0
158198,0
105118,0
25157,0
66296,0
47932,0
107315,0
73905,0
162897,0
83488,0
154127,1
177472,0
169300,0
197005,0
196859,0
136172,0
72465,0
144870,0
53179,0
54883,0
114382,0
29009,0
100229,0
47804,1
107583,0
153772,0
75600,0
28882,0
103858,0
109485,0
155728,0
109631,0
143801,0
105373,0
153916,0
18634,0
50710,0
75592,0
122151,0
120829,0
10415,0
83465,0
44931,0
33991,1
33368,0
128921,0
84125,0
121414,0
139036,0
88884,0
184395,0
126441,0
178817,0
56395,0
21381,0
183301,0
99533,0
102845,1
161839,0
60307,0
892,0
122775,0
165335,0
57648,0
77391,0
164438,0
107352,0
97423,0
47551,0
158738,0
145035,0
199487,1
15215,0
69505,0
105519,0
38892,0
6137,0
122532,0
6907,0
158349,0
78282,0
168667,0
127329,0
168200,0
30760,0
111911,0
69590,0
63019,0
191168,0
46695,0
149697,0
66573,0
179493,0
184208,0
179360,0
25521,0
68946,1
38968,0
183297,0
90682,0
177061,0
112066,0
174011,0
68118,0
6876,0
55205,0
82505,0
199106,0
84442,0
177072,0
47926,0
46604,0
3188,0
14166,0
74790,0
175140,0
42519,0
34467,0
134868,0
92003,0
194511,0
70311,0
83823,0
115582,0
125024,0
133874,0
192110,0
178947,0
79368,1
122879,0
143076,0
67446,0
92887,1
67725,0
191843,0
64660,0
77109,0
130953,0
171623,1
21576,0
109022,0
20758,0
177036,0
46066,0
29419,0
63473,0
2471,0
24229,0
26624,0
140357,0
79592,0
45264,0
42380,1
83689,0
89097,0
99592,0
165080,0
50836,0
163030,0
19675,0
2985,1
7244,0
87408,1
21143,0
37180,0
144990,0
16269,0
84789,0
158823,0
122505,0
49216,0
94223,0
120655,0
98254,0
110857,0
170709,0
27384,0
173132,0
60355,0
62980,0
36037,0
24683,0
158235,0
89618,0
3915,0
124920,0
15043,0
81299,0
199187,0
155409,0
145761,0
46513,0
36613,0
64034,0
79992,0
19047,0
93113,0
41388,0
19591,0
125110,0
29228,0
133905,0
27479,0
84746,0
104467,0
30936,0
16393,0
124290,0
95716,0
171397,0
130621,0
120327,0
108901,0
111275,0
3857,0
144059,0
47845,0
126326,0
41542,0
29049,0
37233,0
89905,0
164647,0
145708,0
140909,0
17518,0
91748,0
18414,0
5724,0
199004,0
189010,0
124509,0
25935,0
75091,0
176232,0
73761,0
144351,0
58585,0
135277,0
182554,0
70781,0
190455,0
136439,0
145631,0
194271,0
41627,0
42520,0
38498,0
188147,0
19546,0
39325,0
158152,0
167875,0
173037,0
191411,1
29664,0
163221,0
48376,0
176805,0
11562,1
13031,0
29075,0
21180,0
160249,0
88673,0
85654,0
75837,0
189751,0
11753,0
158351,0
156642,0
174351,0
5002,0
101563,0
83902,0
165438,0
112930,0
104832,0
5025,0
187075,0
57350,0
179930,0
157667,0
123489,0
196300,0
38675,0
40363,0
128809,0
42178,0
96900,0
60108,0
24362,0
113755,0
137868,0
25104,0
136652,1
114904,0
148880,0
102667,0
28518,0
35887,1
158118,0
169939,0
80333,0
29961,0
22203,0
139375,0
32531,0
94867,0
83759,0
55178,0
190729,0
66664,0
107666,0
125737,0
162800,0
1376,0
48766,0
170849,0
88436,0
28799,0
11792,0
36820,0
125205,1
43400,1
82083,0
27344,0
45061,0
169562,0
114971,0
148477,0
22215,1
184270,0
17009,0
112931,0
191660,0
102575,1
127724,0
27510,0
22806,0
30015,0
180315,0
105819,0
216,0
186940,0
24725,0
6163,0
173165,0
29180,0
82073,0
87574,0
182956,0
145052,0
34617,0
45569,0
180646,0
45835,0
93673,0
64951,0
51493,0
179040,0
85407,0
50158,0
154594,0
38354,0
73688,0
57100,1
50314,0
7809,0
130032,0
80202,0
77656,0
75059,0
158880,0
196947,0
33919,0
178243,0
122730,0
62356,0
176373,0
95020,0
96875,0
70922,0
42994,0
161808,0
83166,0
12150,0
105578,0
28920,0
192427,0
80763,0
164708,0
178105,0
165674,0
128960,0
119780,0
48279,0
51492,0
42929,0
145790,0
199325,0
177493,0
750,0
9305,0
64152,0
87592,0
69591,0
94752,0
193316,0
143152,0
85717,0
187228,0
19257,0
84770,0
120594,0
126656,0
131018,0
138996,0
82790,1
6958,0
196207,0
76254,0
103274,0
140454,1
19975,0
58292,0
117991,1
121947,0
59755,0
69260,0
100163,0
38647,0
10139,0
65977,0
38616,0
62332,0
51936,0
151728,0
166397,0
123818,0
97582,0
166678,0
193811,0
28435,0
189953,0
80170,0
89880,0
130383,0
12011,0
75084,0
64074,0
65235,0
145824,0
11921,0
157597,0
38189,0
39230,0
169454,0
195125,0
101879,0
6221,0
185184,0
21652,0
55182,0
9377,0
23414,0
153106,0
112061,0
95414,0
62185,1
34504,0
183506,0
145931,1
136954,0
43389,0
143277,1
130465,0
118886,0
73382,0
25433,0
152023,0
40076,0
155165,0
14296,0
110267,0
143019,0
105309,0
85081,0
72333,1
145494,0
137079,0
151565,0
179545,0
156269,0
130716,0
128480,0
19421,0
194157,0
88338,1
35703,0
176390,0
106375,0
28448,0
59043,0
66569,0
31587,0
148038,0
142781,0
83344,0
54736,0
164808,0
74597,0
62708,0
128164,0
4154,0
41686,0
152585,0
178599,0
156878,0
101150,0
139936,0
185444,0
145315,0
126610,0
112146,0
180818,0
82396,0
16622,0
88689,0
45495,0
55137,0
45863,1
60247,0
41701,0
198201,0
190536,0
81148,0
16039,0
4974,0
57987,0
32911,0
126751,0
23398,0
186050,0
83141,0
125330,0
34974,0
106953,0
29691,0
48744,0
92287,0
99295,0
101602,0
93940,0
49401,0
50478,0
105299,0
59191,0
45645,0
119098,0
26675,0
34634,0
123733,0
154648,0
7376,0
94525,0
4909,0
89727,0
132637,0
448,0
86491,0
44580,0
129638,0
106219,0
117619,0
174479,0
74352,0
169810,0
184600,0
49596,0
36926,0
69686,0
17065,0
43770,0
134086,0
175791,0
119795,0
54526,0
68612,1
41454,0
109925,1
2139,0
77595,0
26868,0
124662,1
33713,1
195814,0
135048,0
17306,0
195793,0
163943,1
117641,0
183548,0
127551,0
164638,0
46640,0
21347,0
118462,0
96591,0
134745,0
150585,0
108318,0
42659,0
135705,0
37911,0
174459,0
75552,0
42619,0
1092,0
113830,0
24905,0
43034,0
74878,0
144770,0
19422,0
192701,0
101995,0
142760,0
189814,0
63673,0
68063,0
153534,0
148326,0
104263,0
33059,0
158949,0
123032,0
186695,0
82295,0
47759,0
143156,0
22010,0
76469,0
65773,0
36566,0
145368,0
29544,0
129414,0
100265,0
124146,0
118454,0
138908,0
113439,0
111003,0
32085,0
160828,0
69711,0
194181,0
83144,0
78930,0
48180,0
45143,0
14522,0
135662,1
97366,1
96116,0
17991,0
70236,0
14310,0
25879,0
183426,0
65197,0
156181,0
50751,0
142421,0
143678,0
188341,1
146339,0
100055,0
5602,0
8134,0
745,0
197112,0
191566,0
199107,0
108754,0
171462,0
32622,0
115344,0
196111,0
88045,0
33969,0
97920,0
147999,0
63122,0
186488,0
100504,0
112574,1
134880,0
50888,0
112481,0
84093,0
156689,0
8734,0
83361,0
188264,0
47666,0
94016,0
72762,0
175005,0
19912,0
152205,0
46547,0
29363,0
40190,0
148570,0
50003,0
101363,0
130039,0
58568,0
181564,0
124445,0
92320,0
74228,0
52118,0
71571,0
8746,0
105650,1
98616,0
175999,1
9571,0
161095,0
53286,0
54670,0
94724,0
124907,0
126534,0
144224,0
44642,0
97891,0
195842,0
99422,0
127005,0
52199,0
132542,0
99596,0
45978,0
27634,0
195925,0
111012,0
90558,0
78461,0
189394,0
158483,0
158371,0
105321,1
181352,0
81894,0
142299,0
111146,0
141279,0
41909,0
199214,0
195993,0
139786,0
169540,0
43808,0
160209,0
128802,1
64217,0
156656,0
159719,0
9136,0
43354,0
156849,0
160087,0
153420,0
159148,0
196988,0
41029,0
86436,0
1551,0
34866,0
72928,0
17873,0
140666,0
8712,0
90256,0
61871,0
168064,0
192019,0
132275,1
73229,0
196070,0
50984,0
103983,0
113961,0
33184,0
2112,0
34036,0
14697,0
193929,0
64215,0
155257,0
132621,0
67339,0
131867,0
156493,0
58806,0
51379,0
161385,0
125012,0
150531,0
102617,0
37159,0
71429,0
134612,0
78605,0
159505,0
132564,0
105222,0
126923,0
170208,1
177659,0
134131,0
19944,0
65987,0
170854,0
177991,0
34023,0
34549,0
152534,0
144432,0
156758,0
65738,0
63596,0
194472,0
113990,0
115327,0
43143,0
127437,0
78154,0
159849,0
177433,0
104734,0
181907,0
106412,0
19469,0
124200,0
43693,0
153346,1
111099,1
9801,0
101389,0
183059,0
26311,0
110268,0
69941,0
49371,0
10516,0
55387,0
119837,0
127876,0
50474,0
41227,0
163437,0
160646,0
134985,0
190390,0
197953,1
115600,0
85577,1
143898,0
115401,0
170329,0
9117,0
99953,0
120894,0
74426,0
120667,0
57509,0
33878,0
99222,0
55786,0
133237,0
137051,0
153260,0
99988,0
112081,0
196722,0
175471,0
71115,0
21993,0
22727,0
145652,0
155271,0
157882,0
62956,0
155705,0
51719,0
9360,0
138092,0
15350,0
148441,0
2865,0
132559,0
158467,0
82483,0
156639,0
33090,0
3699,0
120724,0
197539,0
91617,0
78849,0
96675,0
156489,0
51500,0
66857,1
135838,0
36396,0
63905,0
55538,0
119582,0
140172,0
146074,0
48398,0
112308,0
122515,0
23923,0
67657,1
15791,0
188555,0
111209,0
176051,0
146078,0
77530,1
17869,0
117767,0
50238,0
41323,0
63615,0
191760,0
12117,0
139690,0
109592,0
60969,0
59245,0
46142,0
198384,0
20223,0
137616,0
143432,0
119236,0
149530,0
62428,0
79276,0
133817,0
55901,0
117339,0
2593,0
11543,0
18923,0
152552,0
23842,0
188305,0
109225,0
61466,0
148177,0
98291,0
125022,0
65091,0
35101,0
163528,0
109077,0
170794,0
75247,0
197000,0
89839,0
95446,0
55381,0
58637,0
143396,0
59319,0
24029,0
31254,0
105216,1
151278,0
107300,0
19263,0
60942,0
83903,0
176462,1
30224,0
193517,0
7994,0
51873,0
145444,0
103389,0
19267,0
171910,0
88938,0
29522,0
48203,0
129977,0
28486,0
15026,0
177282,0
45913,1
61127,0
11697,0
101216,0
50982,0
16494,0
116568,0
52844,0
144378,0
176018,0
199286,0
55971,0
153636,0
102034,0
173401,0
131748,0
732,0
16646,0
55597,0
173912,0
124126,0
31084,0
132024,0
152731,0
36714,0
26426,0
87624,0
39164,0
166075,0
59470,0
193276,0
111358,0
30702,0
54352,0
116931,0
90114,0
97504,0
76248,0
46739,0
13769,0
107314,0
94899,0
166895,0
7783,0
155687,0
10816,0
168135,0
171607,1
40072,0
186197,0
140621,1
166223,0
54386,0
31547,0
61893,0
192097,0
80254,0
189681,0
2150,0
57668,0
155367,0
120119,0
168857,0
159746,0
45403,0
18939,0
114324,0
140559,0
162485,0
66939,0
70354,0
6426,0
10648,0
56641,0
126046,0
91771,0
56171,0
177833,0
7802,0
22453,0
123801,1
57826,0
168013,1
166659,0
192780,0
176604,0
166143,0
130595,0
175076,0
69805,0
115231,0
124165,0
99505,0
64202,0
96710,0
75139,0
168623,0
69301,0
124465,0
28735,0
22889,0
109462,0
167551,0
119095,0
128785,0
103841,0
91500,0
83066,0
151484,0
13812,0
140555,0
179405,0
140586,0
11512,0
61136,0
15434,0
180481,0
28895,0
69023,0
140785,0
141216,0
50773,0
128683,0
64167,0
44065,0
58208,1
178202,0
97608,1
188634,0
19080,0
82887,0
49116,0
172392,0
76879,0
50816,0
3389,0
121439,0
93291,0
42563,0
61851,0
37822,0
187092,0
545,0
132298,0
32769,0
106502,1
185618,0
133357,0
176377,0
123449,0
91001,0
141859,0
166064,0
192990,0
17354,1
117930,0
125530,0
24549,0
90198,0
5304,0
152348,0
162499,0
102441,0
67525,0
51584,0
120833,0
174131,0
45382,0
53934,0
98182,0
35913,0
130880,0
84563,1
146965,0
160082,0
11174,0
116440,0
198810,0
13216,0
19862,0
113286,1
16508,0
149771,0
124900,0
17771,0
142865,0
19853,0
22248,0
5527,0
50755,0
151394,0
140611,0
47863,0
9100,0
104214,0
84250,0
23009,0
177329,0
231,0
167137,0
33897,0
177111,0
3676,0
48749,1
3844,0
29415,0
34493,0
90374,0
46369,0
23924,0
188920,0
41922,0
64353,1
114170,0
36971,0
86071,0
135069,0
6184,0
194462,0
194555,0
136295,0
126398,0
41186,0
156458,0
70933,0
145891,0
167708,0
181060,0
118172,0
105305,0
2475,0
185034,0
27073,0
87986,0
197661,0
19256,0
149525,0
133346,0
27857,0
2,0
83741,0
191172,0
114972,0
152988,0
116815,0
46347,0
144981,0
166899,0
58002,0
192592,0
125809,0
120835,0
156227,0
117184,0
5161,0
83355,0
3139,0
178365,0
234,0
173617,0
121660,0
108888,0
69762,0
75454,0
82929,0
153448,0
34303,0
49926,0
57143,0
96458,0
142796,0
59948,0
101810,0
145573,0
62772,0
114534,0
191854,0
52490,0
117502,0
192561,0
48712,0
166108,0
66175,0
119369,1
171634,0
136765,1
183858,0
81993,0
42063,0
1565,0
11710,0
52017,0
102543,0
55650,0
72488,0
26930,0
3818,0
189251,0
121233,1
12616,1
122193,0
14729,0
94860,1
104964,0
72121,0
147140,0
46705,0
74709,0
69778,0
187407,0
5447,0
19212,0
86647,0
38903,0
26922,0
72131,0
157065,0
110162,0
199261,0
98905,0
47692,0
157747,0
169276,0
7666,0
120990,0
77567,0
75138,0
20899,0
44021,0
82182,1
8143,0
83282,0
116317,0
83624,0
102283,0
141958,0
123768,0
169751,0
14315,0
95758,0
123057,1
116357,0
50192,0
17257,0
87664,0
145780,1
145923,0
158148,0
54183,0
82699,0
188757,0
63558,0
88624,0
18413,0
24083,0
62923,0
65142,0
166765,0
173347,0
108356,0
46814,0
108248,0
63137,0
106583,1
191054,0
105282,0
61906,0
25772,0
127647,0
111248,1
76697,0
171585,0
57590,0
50878,0
112424,0
8993,0
102026,0
42124,0
90228,0
135095,0
135883,0
132377,0
120710,0
132737,0
116638,0
608,0
178414,0
76321,0
88870,0
159482,0
183837,0
93712,0
133944,0
143296,0
58924,0
50193,1
98360,0
112446,0
109711,0
165078,0
152405,0
115280,0
137811,0
30909,0
42077,0
181868,0
21282,0
94940,0
112258,0
137980,0
175334,0
4224,0
21796,0
139241,0
162530,0
178089,0
42931,0
170689,0
158658,0
65981,0
104193,0
67221,0
29712,0
72119,0
101540,0
4097,0
88723,0
3603,0
30825,0
178997,0
112270,0
47217,0
135327,0
189296,0
3220,0
130490,0
116345,0
166581,0
84280,0
2013,0
142360,0
155927,0
51331,0
157891,0
122493,0
61760,0
69552,0
130194,1
39291,0
174246,0
63782,0
145621,0
59252,0
96155,0
131850,0
13916,0
35765,0
130367,0
61602,1
161547,1
86659,0
176807,1
