,race,priors_count,age_cat_Greater than 45,age_cat_Less than 25,sex_Male,c_charge_degree_M
1408,1,0.2702821481937242,0,0,0,0
1409,0,0.0,1,0,0,1
1410,1,0.2702821481937242,0,0,1,0
1411,0,2.1622571855497936,0,0,1,0
1412,1,0.2702821481937242,0,0,1,0
1413,1,0.5405642963874484,0,1,1,1
1414,1,0.2702821481937242,0,0,1,1
1415,1,0.2702821481937242,0,1,0,0
1416,0,1.6216928891623452,0,0,1,0
1417,1,1.6216928891623452,0,0,1,0
1418,0,0.2702821481937242,0,0,1,0
1419,1,3.7839500747121386,0,0,0,0
1420,0,0.5405642963874484,0,0,1,1
1421,0,0.8108464445811726,0,0,1,0
1422,0,0.5405642963874484,0,0,0,0
1423,1,0.8108464445811726,0,1,1,0
1424,0,0.2702821481937242,0,0,1,0
1425,1,0.2702821481937242,0,0,0,0
1426,0,1.351410740968621,0,0,1,1
1427,1,1.351410740968621,1,0,1,0
1428,1,3.2433857783246904,1,0,1,0
1429,0,0.2702821481937242,0,1,1,0
1430,0,0.0,1,0,1,0
1431,0,4.324514371099587,0,0,1,1
1432,1,0.2702821481937242,0,1,0,1
1433,1,4.0542322229058625,0,0,0,0
1434,0,1.351410740968621,0,0,1,0
1435,1,4.324514371099587,0,0,1,1
1436,1,0.2702821481937242,0,1,0,0
1437,1,0.2702821481937242,0,1,1,1
1438,0,0.2702821481937242,0,1,1,0
1439,1,2.1622571855497936,0,0,1,0
1440,1,0.5405642963874484,0,0,0,1
1441,0,0.0,0,0,1,1
1442,1,2.4325393337435175,0,0,1,0
1443,1,2.702821481937242,0,0,0,0
1444,1,2.973103630130966,0,0,1,0
1445,0,0.0,0,0,1,1
1446,0,1.8919750373560693,0,0,1,1
1447,0,1.351410740968621,0,0,1,1
1448,0,0.8108464445811726,1,0,1,1
1449,0,0.0,1,0,1,1
1450,0,0.5405642963874484,0,0,0,0
1451,1,1.0811285927748968,0,0,1,0
1452,1,5.675925112068208,0,0,1,1
1453,1,0.5405642963874484,0,1,0,0
1454,0,0.0,0,0,1,0
1455,0,4.0542322229058625,1,0,0,0
1456,1,1.351410740968621,0,0,1,1
1457,0,0.8108464445811726,1,0,1,1
1458,1,1.0811285927748968,1,0,1,0
1459,0,1.0811285927748968,0,0,1,0
1460,1,0.5405642963874484,0,1,1,0
1461,1,0.5405642963874484,0,0,1,0
1462,0,0.2702821481937242,0,1,1,0
1463,1,0.2702821481937242,0,1,1,0
1464,1,0.0,0,1,1,0
1465,1,3.5136679265184143,0,1,1,0
1466,1,0.0,0,0,1,0
1467,1,2.973103630130966,0,1,1,0
1468,1,2.702821481937242,0,0,1,1
1469,1,0.5405642963874484,0,0,0,0
1470,1,0.2702821481937242,0,1,1,0
1471,0,0.5405642963874484,0,0,1,0
1472,1,2.973103630130966,0,0,1,0
1473,0,0.2702821481937242,0,0,1,1
1474,0,0.0,0,0,1,1
1475,0,0.0,0,0,1,1
1476,1,0.8108464445811726,0,0,0,0
1477,1,0.2702821481937242,0,1,1,0
1478,1,0.0,0,0,1,1
1479,1,2.973103630130966,0,0,1,0
1480,0,1.351410740968621,1,0,1,0
1481,1,0.0,0,0,0,1
1482,0,0.5405642963874484,1,0,1,0
1483,1,1.6216928891623452,0,0,1,1
1484,0,0.0,0,0,1,1
1485,1,0.8108464445811726,1,0,0,0
1486,0,0.8108464445811726,0,0,0,1
1487,1,0.2702821481937242,0,0,1,0
1488,0,0.0,0,0,1,0
1489,0,0.8108464445811726,0,0,1,0
1490,1,0.0,0,0,0,0
1491,0,1.351410740968621,1,0,0,0
1492,0,0.8108464445811726,1,0,1,0
1493,1,1.8919750373560693,0,0,1,1
1494,0,0.8108464445811726,0,1,1,1
1495,1,0.0,0,0,1,1
1496,1,0.5405642963874484,0,0,1,0
1497,0,0.2702821481937242,0,0,1,0
1498,1,1.351410740968621,0,0,0,1
1499,0,1.6216928891623452,1,0,1,0
1500,1,0.5405642963874484,0,0,1,0
1501,0,4.0542322229058625,0,0,1,0
1502,0,0.0,0,0,0,0
1503,0,0.0,0,0,0,0
1504,1,6.757053704843105,1,0,1,0
1505,1,0.5405642963874484,0,0,1,0
1506,1,1.0811285927748968,0,0,1,0
1507,1,0.2702821481937242,0,1,1,0
1508,0,0.0,0,0,0,0
1509,1,6.216489408455656,1,0,1,1
1510,0,0.2702821481937242,0,1,1,1
1511,0,0.5405642963874484,0,0,1,0
1512,1,2.973103630130966,0,0,1,0
1513,1,3.7839500747121386,0,0,1,0
1514,0,1.0811285927748968,0,0,1,0
1515,0,0.5405642963874484,1,0,0,0
1516,0,0.2702821481937242,0,0,1,0
1517,1,1.6216928891623452,0,0,1,0
1518,0,0.0,1,0,1,1
1519,1,1.351410740968621,0,0,1,0
1520,1,0.5405642963874484,0,0,1,0
1521,1,0.2702821481937242,0,1,1,0
1522,1,0.2702821481937242,0,0,1,0
1523,1,0.5405642963874484,0,0,0,1
1524,1,3.2433857783246904,1,0,1,1
1525,0,0.0,0,0,1,1
1526,1,0.5405642963874484,0,0,1,0
1527,0,0.0,1,0,1,1
1528,1,0.8108464445811726,0,0,1,0
1529,0,1.8919750373560693,0,0,0,0
1530,1,0.8108464445811726,0,0,1,0
1531,1,5.675925112068208,0,0,1,0
1532,1,0.2702821481937242,1,0,1,0
1533,0,0.0,0,0,0,0
1534,0,1.351410740968621,0,1,1,0
1535,0,0.5405642963874484,0,0,1,0
1536,0,0.5405642963874484,0,0,1,1
1537,0,0.0,0,0,1,1
1538,0,0.0,0,1,0,1
1539,0,5.675925112068208,0,0,1,0
1540,1,0.8108464445811726,0,0,1,1
1541,0,0.8108464445811726,0,0,1,0
1542,1,0.2702821481937242,0,1,1,0
1543,0,0.5405642963874484,1,0,1,1
1544,0,0.0,1,0,1,1
1545,0,0.8108464445811726,1,0,1,1
1546,0,0.5405642963874484,1,0,1,1
1547,0,0.2702821481937242,0,0,0,1
1548,0,0.5405642963874484,1,0,1,0
1549,1,1.8919750373560693,0,0,1,0
1550,0,1.351410740968621,0,0,1,0
1551,1,0.5405642963874484,0,1,1,1
1552,0,3.2433857783246904,1,0,1,1
1553,0,0.2702821481937242,0,1,0,0
1554,1,2.1622571855497936,0,0,1,1
1555,0,0.0,1,0,1,1
1556,0,1.0811285927748968,0,0,0,1
1557,0,0.2702821481937242,0,1,1,0
1558,1,1.351410740968621,0,1,1,1
1559,0,0.0,1,0,1,1
1560,0,0.2702821481937242,0,0,0,1
1561,1,4.0542322229058625,1,0,1,0
1562,1,0.0,0,1,0,0
1563,0,0.0,0,0,0,0
1564,1,3.5136679265184143,0,0,1,0
1565,1,1.351410740968621,0,0,1,0
1566,1,0.0,0,0,0,1
1567,1,0.2702821481937242,0,0,1,1
1568,1,0.2702821481937242,0,1,1,0
1569,1,0.2702821481937242,0,0,1,1
1570,1,0.0,0,0,0,1
1571,1,0.2702821481937242,0,1,1,0
1572,0,0.8108464445811726,0,0,0,0
1573,1,0.0,0,0,1,0
1574,0,0.0,0,0,1,1
1575,0,1.6216928891623452,0,1,1,0
1576,0,0.0,0,1,1,0
1577,1,0.2702821481937242,0,0,1,0
1578,1,0.2702821481937242,0,0,1,1
1579,1,0.8108464445811726,1,0,1,0
1580,1,0.2702821481937242,0,0,0,0
1581,1,0.2702821481937242,1,0,0,0
1582,1,1.6216928891623452,1,0,1,0
1583,0,0.0,1,0,1,1
1584,1,0.5405642963874484,0,0,1,1
1585,1,2.702821481937242,0,0,1,0
1586,1,3.7839500747121386,0,0,1,0
1587,0,0.2702821481937242,1,0,1,0
1588,1,1.8919750373560693,0,0,1,0
1589,0,0.0,0,0,0,0
1590,1,5.946207260261932,1,0,1,1
1591,1,0.2702821481937242,0,1,1,1
1592,0,0.2702821481937242,1,0,1,1
1593,1,0.2702821481937242,0,0,0,0
1594,1,2.1622571855497936,0,0,1,0
1595,1,0.2702821481937242,0,1,0,0
1596,1,0.2702821481937242,0,1,1,0
1597,1,0.0,0,0,1,0
1598,0,0.2702821481937242,0,0,1,0
1599,1,0.5405642963874484,0,0,1,0
1600,0,0.2702821481937242,0,1,1,0
1601,1,0.2702821481937242,0,0,0,1
1602,1,2.1622571855497936,0,0,1,0
1603,1,0.0,0,0,1,0
1604,1,3.2433857783246904,1,0,1,0
1605,1,1.0811285927748968,0,1,0,0
1606,1,0.5405642963874484,0,1,1,0
1607,1,0.0,0,1,1,1
1608,1,4.0542322229058625,0,0,1,1
1609,1,0.2702821481937242,0,0,1,0
1610,1,1.0811285927748968,1,0,1,0
1611,1,0.0,0,1,1,0
1612,0,0.8108464445811726,0,1,1,0
1613,1,0.5405642963874484,0,0,1,1
1614,0,0.0,0,0,1,1
1615,1,1.351410740968621,0,0,1,0
1616,0,0.5405642963874484,0,1,1,0
1617,1,1.0811285927748968,1,0,0,0
1618,1,0.0,0,0,1,0
1619,1,0.2702821481937242,0,0,1,1
1620,1,0.0,0,0,0,1
1621,1,1.351410740968621,0,0,1,0
1622,1,0.0,1,0,1,0
1623,1,2.1622571855497936,0,0,1,1
1624,1,0.0,0,0,1,0
1625,0,0.5405642963874484,0,0,1,0
1626,0,0.2702821481937242,0,0,0,0
1627,1,0.2702821481937242,0,0,1,0
1628,1,2.1622571855497936,0,0,1,0
1629,1,0.8108464445811726,0,0,1,1
1630,1,0.5405642963874484,0,0,1,0
1631,0,0.2702821481937242,0,1,1,0
1632,1,2.702821481937242,1,0,1,0
1633,0,0.0,1,0,1,0
1634,1,0.5405642963874484,1,0,0,0
1635,1,0.2702821481937242,0,1,1,0
1636,1,0.2702821481937242,0,1,1,0
1637,0,0.5405642963874484,0,0,1,1
1638,0,0.5405642963874484,0,0,1,1
1639,1,0.2702821481937242,0,1,1,0
1640,0,0.5405642963874484,0,0,1,0
1641,0,2.1622571855497936,0,1,1,0
1642,0,0.0,1,0,1,1
1643,1,0.5405642963874484,0,1,0,1
1644,0,0.0,0,0,1,0
1645,1,10.27072163136152,1,0,1,0
1646,0,0.8108464445811726,1,0,1,0
1647,0,0.5405642963874484,1,0,1,0
1648,1,5.675925112068208,0,0,1,0
1649,1,0.0,0,0,0,1
1650,1,0.0,0,0,1,0
1651,0,1.6216928891623452,0,0,1,0
1652,0,1.351410740968621,1,0,1,0
1653,0,0.5405642963874484,0,0,1,0
1654,1,0.2702821481937242,0,0,0,1
1655,0,0.0,1,0,0,1
1656,1,1.8919750373560693,0,0,1,0
1657,0,0.0,0,0,1,1
1658,1,1.0811285927748968,1,0,1,1
1659,1,0.0,0,1,0,0
1660,0,0.0,0,1,1,0
1661,1,1.6216928891623452,0,0,1,1
1662,1,0.2702821481937242,1,0,1,1
1663,0,0.0,1,0,0,1
1664,1,0.2702821481937242,0,0,0,0
1665,0,1.8919750373560693,0,0,0,1
1666,1,0.0,0,0,1,0
1667,0,0.2702821481937242,1,0,1,1
1668,1,0.0,0,0,1,1
1669,1,1.351410740968621,0,0,1,0
1670,1,0.5405642963874484,0,0,1,1
1671,0,0.5405642963874484,0,1,1,1
1672,1,0.5405642963874484,1,0,1,0
1673,1,1.6216928891623452,0,1,1,0
1674,0,0.0,0,1,1,0
1675,1,0.5405642963874484,0,1,0,0
1676,1,1.351410740968621,0,0,1,1
1677,0,0.2702821481937242,0,0,1,0
1678,0,0.2702821481937242,0,0,1,0
1679,1,0.5405642963874484,0,0,1,0
1680,0,0.0,0,1,1,1
1681,1,0.2702821481937242,0,0,1,0
1682,1,0.2702821481937242,1,0,1,0
1683,0,0.0,0,0,0,1
1684,1,3.5136679265184143,0,0,1,1
1685,1,0.2702821481937242,0,1,1,0
1686,0,1.0811285927748968,1,0,1,0
1687,0,0.2702821481937242,1,0,1,0
1688,1,1.351410740968621,0,0,1,0
1689,0,3.7839500747121386,0,0,1,0
1690,1,0.0,0,0,1,1
1691,1,1.8919750373560693,0,0,1,1
1692,1,0.2702821481937242,0,0,1,0
1693,1,0.2702821481937242,0,1,0,0
1694,1,1.0811285927748968,1,0,1,0
1695,1,4.324514371099587,0,0,1,0
1696,1,1.351410740968621,0,0,1,0
1697,1,0.8108464445811726,0,0,1,0
1698,1,1.0811285927748968,0,0,1,1
1699,1,0.0,0,0,0,0
1700,1,0.0,0,1,1,0
1701,0,1.0811285927748968,0,0,0,1
1702,1,2.702821481937242,0,0,1,0
1703,0,0.2702821481937242,0,0,1,1
1704,1,1.0811285927748968,0,1,1,0
1705,1,1.6216928891623452,0,0,1,0
1706,1,0.5405642963874484,0,0,0,0
1707,1,0.5405642963874484,0,0,1,1
1708,1,1.351410740968621,0,0,1,0
1709,0,0.0,0,0,0,0
1710,0,1.351410740968621,0,0,1,0
1711,1,0.5405642963874484,1,0,1,0
1712,1,1.6216928891623452,1,0,1,0
1713,0,0.2702821481937242,0,0,1,0
1714,0,0.2702821481937242,1,0,1,0
1715,0,0.0,0,0,0,0
1716,1,0.2702821481937242,0,0,1,0
1717,1,0.5405642963874484,1,0,0,0
1718,0,0.2702821481937242,0,0,0,0
1719,0,0.0,1,0,0,0
1720,1,4.324514371099587,1,0,0,0
1721,1,1.8919750373560693,1,0,1,1
1722,0,0.5405642963874484,1,0,0,0
1723,1,0.2702821481937242,0,1,1,0
1724,0,0.0,0,0,0,1
1725,0,0.5405642963874484,0,1,1,0
1726,1,0.5405642963874484,0,0,1,1
1727,1,0.0,0,1,1,0
1728,0,0.2702821481937242,0,0,1,1
1729,1,0.0,0,1,1,1
1730,1,0.2702821481937242,0,0,1,0
1731,0,0.0,1,0,1,1
1732,1,0.2702821481937242,0,1,1,1
1733,1,0.5405642963874484,0,1,0,1
1734,1,4.324514371099587,0,0,1,0
1735,0,0.2702821481937242,1,0,1,0
1736,0,0.2702821481937242,0,0,1,1
1737,1,1.0811285927748968,0,0,1,0
1738,1,0.0,0,0,1,1
1739,1,0.8108464445811726,0,1,1,0
1740,0,1.6216928891623452,0,0,1,0
1741,0,1.0811285927748968,0,0,0,0
1742,0,0.0,0,0,1,1
1743,1,0.0,0,0,1,0
1744,0,0.8108464445811726,0,0,1,1
1745,1,0.5405642963874484,0,0,0,0
1746,0,0.0,0,1,1,0
1747,0,1.0811285927748968,1,0,1,0
1748,0,0.5405642963874484,1,0,1,1
1749,1,0.2702821481937242,1,0,1,0
1750,1,0.5405642963874484,0,1,1,1
1751,1,2.1622571855497936,0,0,1,0
1752,1,0.5405642963874484,0,0,1,0
1753,0,0.0,0,0,1,0
1754,1,1.0811285927748968,0,1,1,1
1755,1,0.0,0,1,1,1
1756,0,7.567900149424277,1,0,1,0
1757,0,0.5405642963874484,0,0,0,0
1758,0,0.2702821481937242,0,0,1,1
1759,1,0.0,0,0,1,0
1760,0,0.2702821481937242,0,0,1,1
1761,0,0.0,0,1,1,0
1762,1,1.0811285927748968,0,0,1,0
1763,1,0.2702821481937242,0,0,1,1
1764,0,0.0,0,1,0,1
1765,1,1.6216928891623452,0,0,1,0
1766,1,1.351410740968621,0,0,1,0
1767,1,4.0542322229058625,0,0,1,0
1768,1,0.2702821481937242,0,0,1,0
1769,1,4.324514371099587,0,0,1,0
1770,1,6.486771556649381,0,0,1,0
1771,0,2.4325393337435175,1,0,1,0
1772,0,0.2702821481937242,1,0,0,0
1773,1,0.2702821481937242,0,0,1,0
1774,1,1.0811285927748968,0,0,1,0
1775,0,0.0,1,0,1,1
1776,0,2.4325393337435175,0,0,1,1
1777,1,0.8108464445811726,1,0,1,0
1778,1,1.0811285927748968,0,0,1,0
1779,1,0.2702821481937242,0,1,1,0
1780,1,0.5405642963874484,0,1,1,0
1781,1,0.8108464445811726,0,0,1,0
1782,1,0.2702821481937242,0,0,1,0
1783,1,0.5405642963874484,0,0,1,0
1784,1,2.702821481937242,0,0,1,0
1785,1,0.2702821481937242,0,0,1,0
1786,1,0.8108464445811726,0,0,1,0
1787,1,0.8108464445811726,0,0,1,0
1788,1,1.351410740968621,0,0,1,1
1789,1,0.0,0,1,1,0
1790,1,0.2702821481937242,0,1,1,0
1791,1,0.2702821481937242,0,0,0,0
1792,1,0.5405642963874484,0,1,1,0
1793,1,1.351410740968621,0,0,1,0
1794,1,0.0,0,0,1,1
1795,1,0.0,0,1,0,1
1796,1,0.0,0,0,1,0
1797,1,0.5405642963874484,0,1,0,0
1798,1,1.0811285927748968,0,0,1,0
1799,1,0.0,1,0,1,0
1800,1,0.0,0,1,1,0
1801,0,0.0,1,0,1,1
1802,0,0.2702821481937242,0,0,1,1
1803,1,0.8108464445811726,0,1,1,0
1804,0,2.702821481937242,0,0,1,0
1805,0,0.5405642963874484,0,0,0,0
1806,0,0.5405642963874484,0,0,1,1
1807,0,0.2702821481937242,1,0,1,0
1808,0,0.5405642963874484,0,0,1,1
1809,1,2.1622571855497936,1,0,1,0
1810,1,0.2702821481937242,0,0,0,1
1811,0,0.2702821481937242,1,0,1,0
1812,0,0.0,0,1,1,0
1813,0,0.0,0,1,1,0
1814,1,1.351410740968621,0,0,0,0
1815,1,1.6216928891623452,0,0,1,1
1816,0,0.0,0,0,0,1
1817,0,0.0,0,0,1,1
1818,0,0.0,0,0,0,1
1819,0,0.5405642963874484,0,1,0,0
1820,1,0.0,0,0,1,0
1821,0,0.0,0,0,1,0
1822,1,4.324514371099587,1,0,1,0
1823,1,2.1622571855497936,0,0,1,0
1824,0,0.2702821481937242,0,0,1,0
1825,0,1.6216928891623452,0,0,1,0
1826,1,0.0,0,0,0,1
1827,0,0.2702821481937242,1,0,1,1
1828,1,0.5405642963874484,0,1,0,0
1829,0,2.702821481937242,0,0,1,0
1830,0,2.1622571855497936,0,0,1,0
1831,0,1.351410740968621,0,0,1,0
1832,0,0.5405642963874484,1,0,1,0
1833,1,0.2702821481937242,1,0,0,0
1834,1,1.8919750373560693,0,0,1,0
1835,0,0.0,0,0,1,1
1836,0,0.0,0,0,0,1
1837,0,0.8108464445811726,0,0,1,0
1838,0,0.2702821481937242,0,0,1,0
1839,1,0.2702821481937242,0,1,1,0
1840,0,1.8919750373560693,0,0,1,0
1841,0,0.0,0,0,1,1
1842,0,1.0811285927748968,0,1,1,0
1843,0,0.8108464445811726,1,0,1,0
1844,1,2.973103630130966,1,0,1,1
1845,1,0.0,0,1,0,0
1846,1,0.0,0,1,1,0
1847,1,0.5405642963874484,0,0,0,0
1848,1,1.0811285927748968,0,0,1,0
1849,1,4.324514371099587,0,0,1,0
1850,0,0.0,1,0,1,1
1851,0,0.2702821481937242,0,0,0,0
1852,1,0.8108464445811726,1,0,1,1
1853,1,4.865078667487035,1,0,1,0
1854,1,0.0,0,0,1,1
1855,1,2.4325393337435175,0,0,0,1
1856,1,0.0,0,1,1,0
1857,1,0.5405642963874484,0,0,1,1
1858,1,1.6216928891623452,0,0,1,0
1859,0,0.0,1,0,1,0
1860,0,1.351410740968621,0,0,1,0
1861,1,0.0,0,0,1,0
1862,1,0.8108464445811726,0,1,1,0
1863,0,0.2702821481937242,0,1,0,0
1864,1,1.6216928891623452,0,0,1,1
1865,0,0.0,0,0,1,0
1866,1,0.8108464445811726,0,0,1,0
1867,1,0.0,0,1,1,0
1868,1,0.2702821481937242,0,1,1,0
1869,0,0.5405642963874484,0,0,1,1
1870,1,0.2702821481937242,0,1,1,0
1871,0,0.0,0,0,1,0
1872,1,0.0,0,1,1,1
1873,0,1.351410740968621,0,0,0,0
1874,1,2.1622571855497936,0,1,1,0
1875,1,2.4325393337435175,0,0,0,0
1876,0,0.2702821481937242,0,0,1,0
1877,0,0.0,0,0,1,0
1878,1,0.0,0,0,1,1
1879,1,2.973103630130966,0,0,1,0
1880,1,0.5405642963874484,0,1,1,0
1881,1,0.5405642963874484,0,0,1,1
1882,1,7.027335853036829,0,0,1,0
1883,1,0.0,0,0,0,1
1884,1,0.5405642963874484,1,0,0,0
1885,0,0.2702821481937242,0,0,1,0
1886,0,0.0,0,0,1,1
1887,1,5.675925112068208,1,0,1,1
1888,0,0.8108464445811726,0,0,1,0
1889,1,0.2702821481937242,0,0,1,1
1890,1,1.6216928891623452,0,0,1,1
1891,0,0.2702821481937242,0,0,0,0
1892,0,1.8919750373560693,0,0,1,1
1893,1,1.351410740968621,1,0,1,0
1894,0,0.0,0,0,0,1
1895,0,1.0811285927748968,0,0,1,0
1896,1,1.351410740968621,0,0,1,0
1897,0,0.5405642963874484,1,0,1,0
1898,0,0.2702821481937242,0,1,1,0
1899,1,5.946207260261932,1,0,1,0
1900,0,0.0,0,1,1,1
1901,0,0.0,0,0,1,1
1902,1,0.8108464445811726,1,0,1,0
1903,0,0.0,0,0,0,0
1904,1,0.5405642963874484,1,0,1,0
1905,1,0.8108464445811726,0,0,0,0
1906,0,0.8108464445811726,0,0,1,0
1907,0,1.0811285927748968,0,0,1,1
1908,1,0.5405642963874484,0,1,1,0
1909,0,0.2702821481937242,1,0,0,1
1910,0,0.0,0,0,1,1
1911,1,0.2702821481937242,0,0,0,0
1912,0,0.5405642963874484,1,0,1,1
1913,1,0.8108464445811726,0,0,1,0
1914,0,2.1622571855497936,0,0,1,0
1915,1,0.2702821481937242,0,1,1,0
1916,0,0.0,0,0,1,0
1917,1,0.5405642963874484,0,0,1,1
1918,1,5.405642963874484,1,0,1,0
1919,0,1.351410740968621,0,0,1,0
1920,0,1.0811285927748968,1,0,1,0
1921,1,0.2702821481937242,1,0,1,1
1922,0,2.973103630130966,0,0,1,0
1923,1,0.0,0,0,1,1
1924,0,1.351410740968621,0,0,1,0
1925,0,1.8919750373560693,0,0,1,1
1926,1,2.702821481937242,0,0,1,0
1927,0,0.8108464445811726,0,0,1,1
1928,0,0.5405642963874484,0,0,1,0
1929,1,0.0,0,0,0,1
1930,0,0.8108464445811726,0,0,1,0
1931,1,0.2702821481937242,0,1,1,0
1932,1,1.0811285927748968,1,0,1,0
1933,1,0.2702821481937242,0,0,1,0
1934,1,0.0,0,1,1,1
1935,0,0.0,1,0,1,1
1936,1,1.0811285927748968,0,0,1,1
1937,1,3.2433857783246904,0,0,1,0
1938,1,1.351410740968621,0,0,1,1
1939,0,0.2702821481937242,0,0,0,0
1940,1,6.757053704843105,0,0,1,0
1941,1,0.8108464445811726,0,1,1,0
1942,1,9.459875186780346,0,0,1,0
1943,1,1.351410740968621,0,0,1,0
1944,0,0.0,0,0,1,1
1945,1,1.351410740968621,0,0,1,0
1946,0,0.8108464445811726,1,0,0,0
1947,1,1.351410740968621,0,0,1,0
1948,1,0.2702821481937242,0,0,1,0
1949,1,4.324514371099587,0,0,1,0
1950,1,1.0811285927748968,0,0,1,1
1951,1,4.594796519293311,0,0,1,0
1952,0,1.0811285927748968,0,0,1,0
1953,1,0.0,0,0,1,0
1954,1,3.5136679265184143,0,0,1,0
1955,1,1.6216928891623452,0,0,1,0
1956,1,0.0,0,1,0,1
1957,1,0.2702821481937242,0,0,1,0
1958,1,3.5136679265184143,0,0,1,0
1959,1,0.5405642963874484,0,0,1,0
1960,1,0.0,0,0,1,0
1961,1,0.0,0,0,0,0
1962,0,0.0,0,1,1,0
1963,0,0.8108464445811726,1,0,1,0
1964,1,6.216489408455656,0,0,1,1
1965,1,0.2702821481937242,0,0,1,1
1966,1,0.0,0,1,1,0
1967,1,0.5405642963874484,1,0,1,0
1968,1,5.675925112068208,0,0,1,1
1969,0,0.0,0,1,1,0
1970,0,0.0,0,0,0,1
1971,1,0.2702821481937242,0,1,1,0
1972,1,1.351410740968621,0,0,1,0
1973,1,0.0,0,1,1,0
1974,0,0.2702821481937242,1,0,1,1
1975,0,0.0,0,0,0,0
1976,1,0.0,0,0,0,0
1977,0,0.2702821481937242,0,0,0,1
1978,0,2.702821481937242,0,0,1,0
1979,1,0.2702821481937242,0,1,1,0
1980,1,0.5405642963874484,1,0,1,0
1981,0,0.5405642963874484,0,0,1,0
1982,1,3.2433857783246904,0,0,1,1
1983,1,0.0,0,0,1,0
1984,0,0.0,1,0,1,1
1985,0,0.2702821481937242,0,0,1,0
1986,1,1.0811285927748968,0,0,1,0
1987,1,1.0811285927748968,0,1,1,0
1988,1,0.0,0,1,1,0
1989,1,0.0,0,1,1,0
1990,1,1.351410740968621,0,0,0,0
1991,0,0.8108464445811726,0,0,0,0
1992,0,0.2702821481937242,1,0,1,1
1993,0,8.108464445811725,1,0,0,1
1994,0,0.2702821481937242,1,0,1,0
1995,1,0.2702821481937242,0,1,1,0
1996,0,0.8108464445811726,1,0,1,1
1997,0,0.8108464445811726,0,1,1,1
1998,1,2.4325393337435175,0,0,1,1
1999,0,2.1622571855497936,0,0,1,0
2000,1,0.0,0,0,1,1
2001,1,0.8108464445811726,1,0,1,1
2002,1,0.0,0,1,0,0
2003,1,0.2702821481937242,0,0,0,0
2004,1,1.0811285927748968,0,0,0,0
2005,0,0.5405642963874484,1,0,1,1
2006,0,1.351410740968621,0,0,1,0
2007,0,2.4325393337435175,0,0,1,0
2008,0,1.8919750373560693,0,0,1,1
2009,1,1.6216928891623452,0,1,0,1
2010,1,3.2433857783246904,0,0,1,1
2011,0,0.0,0,0,0,1
2012,1,0.0,0,1,1,0
2013,1,0.2702821481937242,0,0,1,0
2014,1,0.0,0,0,1,1
2015,1,4.0542322229058625,1,0,1,0
2016,0,0.0,0,0,1,1
2017,1,0.2702821481937242,0,0,0,0
2018,1,1.0811285927748968,0,1,1,0
2019,1,0.0,0,0,1,1
2020,1,0.2702821481937242,0,1,1,1
2021,1,4.0542322229058625,0,0,1,0
2022,0,0.0,0,0,1,1
2023,0,0.0,0,1,1,1
2024,0,2.1622571855497936,0,0,1,0
2025,0,3.2433857783246904,1,0,1,0
2026,1,5.946207260261932,0,0,1,1
2027,1,0.2702821481937242,0,0,1,1
2028,1,0.0,1,0,1,1
2029,0,0.0,0,0,1,1
2030,1,0.8108464445811726,0,0,1,1
2031,1,0.0,0,0,1,0
2032,1,0.0,0,1,1,1
2033,1,0.2702821481937242,0,0,1,1
2034,1,3.2433857783246904,1,0,1,0
2035,0,0.5405642963874484,1,0,0,0
2036,1,0.0,0,1,1,1
2037,0,0.0,0,1,1,0
2038,1,1.0811285927748968,0,0,1,1
2039,1,0.0,0,0,1,0
2040,1,1.0811285927748968,1,0,1,0
2041,0,0.8108464445811726,0,0,1,0
2042,1,0.0,0,1,1,1
2043,1,2.702821481937242,0,1,1,1
2044,1,1.351410740968621,0,1,1,0
2045,1,3.2433857783246904,0,0,1,0
2046,0,1.351410740968621,0,0,0,0
2047,1,0.0,0,0,1,0
2048,1,3.7839500747121386,1,0,0,1
2049,1,4.324514371099587,0,0,1,0
2050,0,0.8108464445811726,1,0,1,0
2051,1,0.0,0,1,1,0
2052,0,0.0,1,0,0,1
2053,1,1.0811285927748968,0,0,1,1
2054,1,0.0,0,0,1,0
2055,0,1.0811285927748968,0,0,1,1
2056,1,0.8108464445811726,0,0,1,1
2057,0,0.8108464445811726,1,0,1,0
2058,1,1.0811285927748968,0,0,1,0
2059,1,1.0811285927748968,0,0,1,1
2060,1,3.7839500747121386,0,0,0,0
2061,0,0.0,0,0,1,0
2062,1,5.405642963874484,0,0,1,0
2063,1,1.351410740968621,1,0,0,0
2064,1,2.4325393337435175,1,0,1,1
2065,0,0.5405642963874484,1,0,1,0
2066,1,0.5405642963874484,0,0,1,0
2067,0,0.5405642963874484,0,1,1,0
2068,1,2.973103630130966,0,0,1,0
2069,1,2.702821481937242,0,0,1,1
2070,1,0.5405642963874484,0,0,1,1
2071,0,0.2702821481937242,0,0,1,1
2072,1,0.0,0,0,1,0
2073,1,3.5136679265184143,0,0,0,0
2074,0,0.0,0,1,0,0
2075,1,0.0,0,0,1,0
2076,0,1.6216928891623452,0,0,1,0
2077,1,0.8108464445811726,0,0,1,0
2078,1,2.4325393337435175,0,0,1,0
2079,1,0.8108464445811726,0,1,1,0
2080,0,0.0,1,0,1,1
2081,1,0.0,0,1,1,0
2082,0,0.5405642963874484,0,0,1,1
2083,1,0.0,0,1,1,0
